"DEATHS","MONTH","COUNTRIESANDTERRITORIES"
241,"2020-12","Egypt"
4,"2020-08","Gabon"
7,"2020-07","Gabon"
0,"2020-05","Gambia"
1,"2020-03","Gambia"
0,"2020-12","Holy_See"
6,"2020-05","Georgia"
6,"2020-04","Georgia"
546,"2020-08","Honduras"
284,"2020-06","Honduras"
25,"2020-05","Cuba"
130,"2020-05","Honduras"
0,"2020-10","Curaçao"
0,"2020-07","Curaçao"
0,"2020-09","Eritrea"
30,"2020-12","Estonia"
0,"2020-01","Germany"
16,"2020-03","Hungary"
2,"2020-08","Cyprus"
63,"2020-07","Ghana"
0,"2020-10","Gibraltar"
0,"2020-07","Iceland"
29,"2020-06","Czechia"
0,"2019-12","Estonia"
32,"2020-03","India"
47,"2020-07","Democratic_Republic_of_the_Congo"
78,"2020-12","Luxembourg"
0,"2020-06","Luxembourg"
130,"2020-10","Montenegro"
2,"2020-06","Montenegro"
0,"2020-10","Montserrat"
59,"2020-12","Norway"
8,"2020-10","Norway"
274,"2020-10","Kenya"
249,"2020-08","Kenya"
48,"2020-05","Kenya"
0,"2020-02","Norway"
0,"2019-12","Norway"
256,"2020-08","Oman"
1,"2020-03","Kenya"
163,"2020-07","Kosovo"
10,"2020-06","Malawi"
32,"2020-12","Kuwait"
2,"2020-05","Mozambique"
327,"2020-10","Pakistan"
95,"2020-07","Kuwait"
2,"2020-12","Maldives"
6,"2020-09","Maldives"
429,"2020-10","Nepal"
36,"2020-12","Kyrgyzstan"
2,"2020-08","Mali"
156,"2020-06","Netherlands"
1,"2020-04","Palestine"
122,"2020-12","Latvia"
4,"2020-04","Malta"
0,"2020-03","Malta"
12,"2020-11","Mauritania"
0,"2020-11","New_Caledonia"
17,"2020-03","Israel"
0,"2020-02","Israel"
8483,"2020-12","Italy"
0,"2020-03","Latvia"
201,"2020-09","Lebanon"
0,"2020-09","New_Caledonia"
0,"2020-04","New_Caledonia"
0,"2020-05","Mauritius"
7364,"2020-12","Mexico"
3,"2020-05","New_Zealand"
1,"2020-03","New_Zealand"
8047,"2020-05","Mexico"
415,"2020-12","Japan"
364,"2020-11","Japan"
0,"2020-09","Niger"
3,"2020-06","Niger"
29,"2020-04","Niger"
3,"2020-03","Niger"
81,"2020-06","Japan"
235,"2020-07","Moldova"
180,"2020-05","Moldova"
49,"2020-04","Nigeria"
3,"2020-02","Japan"
0,"2020-01","Japan"
285,"2020-12","Lithuania"
349,"2020-11","Lithuania"
0,"2020-10","Monaco"
0,"2020-08","Monaco"
749,"2020-11","North_Macedonia"
153,"2020-09","North_Macedonia"
2,"2020-07","Jordan"
6,"2020-08","Lithuania"
0,"2020-11","Mongolia"
0,"2020-08","Mongolia"
7,"2020-03","North_Macedonia"
207,"2020-11","Kazakhstan"
26,"2020-09","Senegal"
1,"2020-09","Sri_Lanka"
8,"2020-05","Tunisia"
1,"2020-06","Sri_Lanka"
559,"2020-07","Turkey"
61,"2020-07","Puerto_Rico"
0,"2020-11","Seychelles"
1,"2020-10","Sudan"
26,"2020-04","Sudan"
0,"2020-06","Seychelles"
2,"2020-07","Uganda"
1,"2020-10","Singapore"
526,"2020-07","Ukraine"
631,"2020-04","Romania"
9,"2020-05","Singapore"
3,"2020-03","Singapore"
0,"2020-02","Singapore"
2514,"2020-04","Sweden"
303,"2020-03","Sweden"
2201,"2020-11","Switzerland"
0,"2020-01","Romania"
3452,"2020-09","Russia"
0,"2020-01","Singapore"
3,"2020-11","Sint_Maarten"
5,"2020-09","Sint_Maarten"
25,"2020-06","Switzerland"
3583,"2020-05","Russia"
10,"2020-03","Russia"
13,"2020-11","Rwanda"
0,"2020-02","Switzerland"
88,"2020-10","Syria"
68,"2020-08","Syria"
0,"2020-03","Rwanda"
0,"2020-03","Saint_Kitts_and_Nevis"
19,"2020-05","Slovenia"
78,"2020-04","Slovenia"
4,"2020-11","Tajikistan"
0,"2020-04","Papua_New_Guinea"
184,"2020-12","Paraguay"
0,"2020-09","Saint_Lucia"
0,"2020-06","Saint_Lucia"
2,"2020-09","Somalia"
28,"2020-04","Somalia"
1475,"2020-12","South_Africa"
2247,"2020-11","South_Africa"
8,"2020-07","Tajikistan"
0,"2020-12","Thailand"
5283,"2020-07","South_Africa"
540,"2020-05","South_Africa"
0,"2020-07","Thailand"
3,"2020-05","Thailand"
0,"2019-12","Thailand"
0,"2020-11","Timor_Leste"
9517,"2020-07","Peru"
89,"2020-09","South_Korea"
0,"2020-07","Timor_Leste"
0,"2020-06","Timor_Leste"
336,"2020-12","Philippines"
305,"2020-06","Philippines"
0,"2020-02","San_Marino"
0,"2020-12","Sao_Tome_and_Principe"
23,"2020-05","South_Korea"
21,"2020-09","Togo"
13,"2020-11","Trinidad_and_Tobago"
11678,"2020-11","Poland"
1,"2020-12","South_Sudan"
450,"2020-09","Poland"
437,"2020-05","Poland"
1119,"2020-06","Saudi_Arabia"
323,"2020-05","Saudi_Arabia"
170,"2020-09","Tunisia"
144,"2020-09","Portugal"
0,"2020-11","Vanuatu"
223,"2020-08","Venezuela"
110,"2020-07","Venezuela"
0,"2020-11","Vietnam"
0,"2020-06","Vietnam"
0,"2020-04","Vietnam"
77,"2020-08","Yemen"
77,"2020-05","Yemen"
15,"2020-06","Zambia"
3,"2020-04","Zimbabwe"
2956,"2020-06","United_Kingdom"
18,"2020-11","Uruguay"
9,"2020-08","Uruguay"
8,"2020-07","Uruguay"
1,"2020-03","Uruguay"
113,"2020-07","Uzbekistan"
189,"2020-05","Afghanistan"
104,"2020-09","Albania"
2,"2020-05","Albania"
19,"2020-04","Albania"
165,"2020-12","Algeria"
35,"2020-03","Algeria"
0,"2020-09","Andorra"
301,"2020-08","Algeria"
0,"2020-09","Anguilla"
0,"2020-03","Anguilla"
0,"2020-07","Antigua_and_Barbuda"
0,"2020-06","Antigua_and_Barbuda"
14273,"2020-10","Argentina"
0,"2020-07","Andorra"
71,"2020-11","Angola"
0,"2020-12","Anguilla"
312,"2020-06","Armenia"
29,"2020-04","Armenia"
3,"2020-03","Armenia"
5090,"2020-08","Argentina"
752,"2020-06","Argentina"
823,"2020-11","Armenia"
81,"2020-09","Armenia"
139,"2020-08","Armenia"
71,"2020-04","Australia"
57,"2020-09","Bahrain"
9,"2020-05","Bahrain"
59,"2020-09","Azerbaijan"
0,"2020-02","Azerbaijan"
51,"2020-10","Bahamas"
0,"2020-03","Barbados"
95,"2020-12","Belarus"
123,"2020-08","Belarus"
0,"2019-12","Belarus"
1040,"2020-12","Belgium"
971,"2020-09","Bangladesh"
0,"2020-10","Barbados"
0,"2020-09","Barbados"
0,"2020-08","Barbados"
0,"2020-05","Belize"
2,"2020-04","Belize"
761,"2020-06","Bolivia"
3,"2020-05","Bermuda"
2072,"2020-08","Bolivia"
16556,"2020-10","Brazil"
0,"2020-06","Bonaire, Saint Eustatius and Saba"
630,"2020-12","Bosnia_and_Herzegovina"
244,"2020-09","Bosnia_and_Herzegovina"
239,"2020-08","Bulgaria"
0,"2020-05","British_Virgin_Islands"
7,"2020-09","Cameroon"
56,"2020-04","Bulgaria"
0,"2019-12","Canada"
174,"2020-09","Canada"
1,"2020-12","Chad"
63,"2020-05","Chad"
0,"2020-03","Chad"
2624,"2020-02","China"
781,"2020-05","Chile"
4,"2020-10","Cote_dIvoire"
34,"2020-07","Cote_dIvoire"
0,"2020-07","Comoros"
5,"2020-12","Congo"
95,"2020-06","Ethiopia"
5,"2020-05","Ethiopia"
0,"2020-03","Ethiopia"
0,"2020-02","Greece"
0,"2020-01","Greece"
0,"2020-11","Greenland"
0,"2020-08","Greenland"
0,"2020-06","Falkland_Islands_(Malvinas)"
0,"2020-04","Falkland_Islands_(Malvinas)"
0,"2020-10","Grenada"
0,"2020-08","Grenada"
0,"2020-07","Grenada"
0,"2020-06","Grenada"
0,"2020-05","Grenada"
10,"2020-07","Denmark"
128,"2020-05","Denmark"
37,"2020-09","Guam"
4893,"2020-08","Iran"
5899,"2020-07","Iran"
2936,"2020-06","Iran"
3200,"2020-04","Iran"
2,"2020-08","Fiji"
0,"2020-03","Fiji"
476,"2020-10","Guatemala"
644,"2020-06","Guatemala"
0,"2020-10","Dominica"
0,"2020-07","Dominica"
94,"2020-11","Dominican_Republic"
110,"2020-05","Finland"
1,"2020-03","Guatemala"
535,"2020-08","Dominican_Republic"
0,"2019-12","Finland"
4,"2020-11","Guinea"
416,"2020-08","Israel"
0,"2020-02","Dominican_Republic"
0,"2019-12","France"
2,"2020-10","Guinea_Bissau"
5,"2020-09","Guinea_Bissau"
0,"2020-07","French_Polynesia"
0,"2020-05","French_Polynesia"
4,"2020-12","Gabon"
1,"2020-10","Gabon"
0,"2020-09","Isle_of_Man"
378,"2020-11","Egypt"
0,"2020-12","Gambia"
0,"2020-11","Haiti"
3,"2020-10","Haiti"
28,"2020-09","Haiti"
19,"2020-05","Cote_dIvoire"
772,"2020-12","Croatia"
40,"2020-08","Croatia"
0,"2020-04","Gambia"
0,"2020-11","Holy_See"
0,"2020-09","Holy_See"
0,"2020-02","Croatia"
3,"2020-06","Georgia"
62,"2020-12","Honduras"
7,"2020-08","Cuba"
54,"2020-04","Cuba"
0,"2020-10","Equatorial_Guinea"
5796,"2020-11","Germany"
964,"2020-10","Germany"
4,"2020-12","Curaçao"
0,"2020-09","Curaçao"
1,"2020-03","Curaçao"
27,"2020-12","Cyprus"
0,"2020-11","Eritrea"
0,"2020-10","Eritrea"
0,"2020-07","Eritrea"
0,"2020-02","Germany"
11,"2020-07","Hungary"
2,"2020-12","Iceland"
13,"2020-05","Estonia"
101,"2020-08","Ghana"
0,"2020-09","Iceland"
0,"2020-03","Gibraltar"
1151,"2020-12","Greece"
15498,"2020-11","India"
92,"2020-05","Czechia"
0,"2020-01","Czechia"
0,"2020-02","India"
0,"2019-12","India"
14,"2020-09","Democratic_Republic_of_the_Congo"
6,"2020-04","Montenegro"
0,"2020-01","North_Macedonia"
0,"2020-06","Northern_Mariana_Islands"
13,"2020-05","Kazakhstan"
0,"2020-07","Montserrat"
46,"2020-11","Norway"
34,"2020-05","Norway"
0,"2020-03","Madagascar"
273,"2020-10","Oman"
327,"2020-11","Kosovo"
19,"2020-06","Kosovo"
0,"2020-01","Oman"
166,"2020-10","Kuwait"
3,"2020-07","Malaysia"
699,"2020-11","Myanmar"
343,"2020-08","Pakistan"
181,"2020-05","Kuwait"
24,"2020-04","Kuwait"
0,"2020-03","Kuwait"
0,"2020-01","Kuwait"
0,"2020-08","Myanmar"
5,"2020-05","Maldives"
0,"2020-02","Pakistan"
0,"2020-05","Laos"
0,"2020-04","Laos"
25,"2020-04","Mali"
0,"2020-07","Malta"
3847,"2020-04","Netherlands"
198,"2020-04","Israel"
2,"2020-09","Mauritania"
3,"2020-08","Mauritania"
0,"2020-07","New_Caledonia"
0,"2020-03","New_Caledonia"
3,"2020-09","New_Zealand"
2446,"2020-10","Italy"
11,"2020-03","Lebanon"
0,"2020-09","Mauritius"
0,"2020-08","Mauritius"
0,"2020-06","New_Zealand"
0,"2019-12","Italy"
0,"2020-12","Liberia"
13005,"2020-09","Mexico"
3,"2020-04","Nicaragua"
0,"2020-07","Jamaica"
6,"2020-04","Jamaica"
456,"2020-10","Moldova"
0,"2020-10","Niger"
32,"2020-05","Niger"
300,"2020-06","Nigeria"
104,"2020-08","North_Macedonia"
715,"2020-10","Jordan"
82,"2020-12","Montenegro"
118,"2020-12","Kazakhstan"
297,"2020-09","Kazakhstan"
13,"2020-10","Senegal"
66,"2020-06","Senegal"
31,"2020-12","Sri_Lanka"
2,"2020-06","Tunisia"
140,"2020-03","Portugal"
65,"2020-10","Serbia"
0,"2020-07","Sri_Lanka"
6,"2020-04","Sri_Lanka"
0,"2020-10","Turks_and_Caicos_islands"
220,"2020-08","Puerto_Rico"
47,"2020-05","Puerto_Rico"
157,"2020-04","Serbia"
3,"2020-09","Turks_and_Caicos_islands"
3,"2020-08","Sierra_Leone"
28,"2020-08","Uganda"
42,"2020-05","Sierra_Leone"
1538,"2020-09","Ukraine"
1783,"2020-05","Sweden"
5,"2020-03","United_Arab_Emirates"
0,"2020-02","United_Arab_Emirates"
12016,"2020-11","United_Kingdom"
7111,"2020-10","Russia"
1,"2020-12","Sint_Maarten"
4611,"2020-06","Russia"
962,"2020-04","Russia"
0,"2019-12","Russia"
37,"2020-07","United_Arab_Emirates"
11,"2020-08","Rwanda"
1,"2020-06","Rwanda"
22,"2020-04","Slovakia"
499,"2020-12","Slovenia"
87,"2020-10","Slovenia"
10,"2020-09","Slovenia"
0,"2020-12","Taiwan"
1,"2020-12","Papua_New_Guinea"
2,"2020-09","Papua_New_Guinea"
0,"2020-10","Saint_Kitts_and_Nevis"
0,"2020-04","Saint_Kitts_and_Nevis"
9,"2020-11","Somalia"
0,"2020-03","Saint_Lucia"
47,"2020-05","Tajikistan"
31,"2020-07","Paraguay"
0,"2020-08","Saint_Vincent_and_the_Grenadines"
0,"2020-03","Saint_Vincent_and_the_Grenadines"
0,"2020-08","Timor_Leste"
0,"2020-05","Timor_Leste"
0,"2020-03","Timor_Leste"
1928,"2020-09","Philippines"
2,"2020-07","Sao_Tome_and_Principe"
19,"2020-07","South_Korea"
9,"2020-08","Togo"
4,"2020-07","Togo"
0,"2020-01","Philippines"
501,"2020-11","Saudi_Arabia"
9,"2020-10","South_Sudan"
2,"2020-09","South_Sudan"
2697,"2020-09","Spain"
1228,"2020-06","Spain"
5,"2020-05","Uzbekistan"
2,"2020-03","Uzbekistan"
101,"2020-11","Venezuela"
0,"2020-12","Western_Sahara"
183,"2020-07","Yemen"
45,"2020-09","Zambia"
127,"2020-07","Zambia"
30,"2020-12","Zimbabwe"
32,"2020-09","Zimbabwe"
330,"2020-08","United_Kingdom"
0,"2020-01","United_Kingdom"
0,"2020-08","United_Republic_of_Tanzania"
0,"2020-06","United_Republic_of_Tanzania"
5,"2020-05","United_Republic_of_Tanzania"
15,"2020-04","United_Republic_of_Tanzania"
30999,"2020-08","United_States_of_America"
25930,"2020-07","United_States_of_America"
0,"2020-01","United_States_of_America"
0,"2019-12","United_States_of_America"
0,"2020-12","United_States_Virgin_Islands"
0,"2020-02","Afghanistan"
179,"2020-12","Albania"
0,"2020-05","Anguilla"
0,"2020-09","Antigua_and_Barbuda"
1,"2020-08","Andorra"
19,"2020-12","Angola"
72,"2020-09","Angola"
7,"2020-06","Angola"
7,"2020-08","Aruba"
0,"2020-03","Aruba"
190,"2020-04","Argentina"
24,"2020-03","Argentina"
295,"2020-07","Armenia"
88,"2020-05","Austria"
0,"2020-02","Austria"
22,"2020-11","Bahrain"
67,"2020-06","Bahrain"
0,"2019-12","Bahrain"
0,"2020-01","Azerbaijan"
21,"2020-11","Bahamas"
48,"2020-09","Bahamas"
149,"2020-10","Belarus"
686,"2020-10","Bangladesh"
0,"2020-12","Barbados"
0,"2020-07","Barbados"
0,"2020-03","Belize"
1,"2020-12","Benin"
1,"2020-10","Benin"
0,"2020-10","Bermuda"
1657,"2020-10","Belgium"
125,"2020-09","Belgium"
251,"2020-05","Bolivia"
6,"2020-03","Bolivia"
0,"2020-03","Bermuda"
0,"2020-11","Bhutan"
0,"2020-10","Bhutan"
0,"2020-06","Bhutan"
7,"2020-11","Botswana"
8,"2020-10","Botswana"
0,"2020-05","Botswana"
264,"2020-08","Bosnia_and_Herzegovina"
1,"2020-04","British_Virgin_Islands"
0,"2020-08","Brunei_Darussalam"
0,"2020-07","Brunei_Darussalam"
1,"2020-03","Brunei_Darussalam"
0,"2020-10","British_Virgin_Islands"
0,"2020-09","British_Virgin_Islands"
0,"2020-07","British_Virgin_Islands"
0,"2020-12","Cambodia"
0,"2020-09","Cambodia"
0,"2020-03","Cambodia"
0,"2020-01","Cambodia"
0,"2019-12","Cambodia"
1,"2020-11","Burkina_Faso"
89,"2020-03","Canada"
819,"2020-10","Canada"
188,"2020-08","Canada"
0,"2020-05","Cayman_Islands"
213,"2020-01","China"
2085,"2020-12","Colombia"
1481,"2020-09","Chile"
17,"2020-09","China"
278,"2020-08","Costa_Rica"
125,"2020-07","Costa_Rica"
5,"2020-06","Costa_Rica"
10,"2020-05","Congo"
9,"2020-04","Congo"
319,"2020-11","Costa_Rica"
3,"2020-04","Ethiopia"
0,"2020-11","Falkland_Islands_(Malvinas)"
3033,"2020-11","Indonesia"
0,"2020-09","Falkland_Islands_(Malvinas)"
0,"2020-07","Falkland_Islands_(Malvinas)"
0,"2020-05","Falkland_Islands_(Malvinas)"
0,"2020-11","Grenada"
122,"2020-03","Indonesia"
0,"2020-01","Indonesia"
34,"2020-06","Denmark"
452,"2020-11","Guatemala"
2,"2020-04","Djibouti"
0,"2020-05","Fiji"
1121,"2020-07","Guatemala"
0,"2020-01","Iran"
2832,"2020-07","Iraq"
0,"2020-08","Dominica"
0,"2020-11","Guernsey"
0,"2020-10","Guernsey"
0,"2020-01","Iraq"
205,"2020-05","Dominican_Republic"
609,"2020-09","Israel"
251,"2020-04","Dominican_Republic"
435,"2020-12","Ecuador"
14,"2020-08","Ireland"
1155,"2020-07","Ecuador"
821,"2020-04","Ecuador"
0,"2020-04","French_Polynesia"
0,"2020-08","Isle_of_Man"
0,"2020-07","Isle_of_Man"
0,"2019-12","Ecuador"
515,"2020-09","Egypt"
625,"2020-08","Egypt"
4,"2020-05","Guyana"
256,"2020-10","Croatia"
79,"2020-12","El_Salvador"
132,"2020-10","El_Salvador"
88,"2020-08","Gambia"
477,"2020-12","Georgia"
274,"2020-10","Georgia"
0,"2020-06","Holy_See"
36,"2020-05","Croatia"
6,"2020-03","Croatia"
2,"2020-12","Cuba"
4,"2020-03","Cuba"
11,"2020-05","Equatorial_Guinea"
0,"2019-12","Georgia"
5218,"2020-12","Germany"
157,"2020-08","Germany"
473,"2020-06","Germany"
985,"2020-10","Hungary"
0,"2020-03","Equatorial_Guinea"
0,"2020-06","Eritrea"
0,"2020-03","Eritrea"
2212,"2020-05","Germany"
0,"2019-12","Germany"
18,"2020-08","Hungary"
61,"2020-06","Hungary"
39,"2020-11","Estonia"
1,"2020-08","Estonia"
5,"2020-11","Gibraltar"
2,"2020-10","Iceland"
1312,"2020-12","Czechia"
2442,"2020-10","Czechia"
0,"2020-06","Gibraltar"
0,"2019-12","Czechia"
9,"2020-06","Eswatini"
0,"2020-03","Eswatini"
11729,"2020-06","India"
1042,"2020-04","India"
98,"2020-06","Democratic_Republic_of_the_Congo"
0,"2020-02","Lithuania"
0,"2020-09","Luxembourg"
193,"2020-11","Montenegro"
0,"2019-12","North_Macedonia"
0,"2020-09","Northern_Mariana_Islands"
67,"2020-04","Luxembourg"
7,"2020-12","Madagascar"
0,"2020-06","Montserrat"
2,"2020-04","Northern_Mariana_Islands"
181,"2020-07","Kenya"
258,"2020-09","Oman"
53,"2020-10","Kosovo"
135,"2020-04","Morocco"
12,"2020-08","Mozambique"
63,"2020-04","Malaysia"
37,"2020-03","Malaysia"
302,"2020-12","Myanmar"
145,"2020-06","Kuwait"
3,"2020-10","Maldives"
6,"2020-04","Myanmar"
152,"2020-05","Panama"
3,"2020-06","Maldives"
6,"2020-10","Mali"
222,"2020-12","Palestine"
192,"2020-10","Palestine"
194,"2020-09","Palestine"
8,"2020-04","Kyrgyzstan"
0,"2020-11","Laos"
616,"2020-12","Netherlands"
33,"2020-07","Netherlands"
0,"2020-12","Marshall_Islands"
0,"2019-12","Israel"
103,"2020-08","Lebanon"
23,"2020-07","Lebanon"
1,"2020-04","Mauritania"
0,"2020-11","Mauritius"
0,"2020-08","New_Caledonia"
0,"2020-11","New_Zealand"
398,"2020-09","Italy"
345,"2020-08","Italy"
388,"2020-07","Italy"
0,"2020-02","Lebanon"
0,"2020-10","Mauritius"
14126,"2020-10","Mexico"
0,"2019-12","New_Zealand"
14,"2020-12","Jamaica"
18,"2020-08","Lesotho"
0,"2020-06","Lesotho"
14,"2020-09","Nicaragua"
21,"2020-08","Nicaragua"
308,"2020-09","Libya"
0,"2019-12","Mexico"
221,"2020-08","Moldova"
0,"2020-08","Niger"
17,"2020-12","Nigeria"
476,"2020-05","Japan"
98,"2020-09","Nigeria"
1,"2020-08","Jersey"
0,"2020-07","Jersey"
0,"2020-08","Liechtenstein"
0,"2020-06","Liechtenstein"
0,"2020-05","Liechtenstein"
0,"2019-12","Nigeria"
346,"2020-12","North_Macedonia"
592,"2020-12","Jordan"
66,"2020-04","North_Macedonia"
5,"2020-03","Jordan"
10,"2020-11","Senegal"
0,"2020-02","Spain"
0,"2020-01","Spain"
97,"2020-11","Sri_Lanka"
1804,"2020-09","Turkey"
849,"2020-04","Portugal"
9,"2020-04","Senegal"
678,"2020-12","Serbia"
146,"2020-08","Serbia"
32,"2020-06","Serbia"
16,"2020-03","Serbia"
13,"2020-09","Sudan"
98,"2020-08","Sudan"
1,"2020-08","Turks_and_Caicos_islands"
0,"2020-06","Turks_and_Caicos_islands"
19,"2020-12","Uganda"
26,"2020-08","Qatar"
0,"2020-08","Seychelles"
0,"2020-04","Seychelles"
0,"2020-11","Sierra_Leone"
37,"2020-09","Suriname"
26,"2020-05","Qatar"
0,"2020-01","Qatar"
4326,"2020-11","Romania"
1214,"2020-09","Romania"
4,"2020-04","Sierra_Leone"
5172,"2020-11","Ukraine"
670,"2020-07","Romania"
1142,"2020-12","Switzerland"
0,"2020-01","United_Arab_Emirates"
0,"2019-12","United_Arab_Emirates"
57,"2020-09","Switzerland"
6,"2020-12","Rwanda"
604,"2020-11","Slovakia"
167,"2020-10","Slovakia"
6,"2020-10","Rwanda"
0,"2020-04","Rwanda"
0,"2020-03","Slovakia"
5,"2020-06","Syria"
1,"2020-05","Syria"
0,"2020-11","Taiwan"
3,"2020-06","Slovenia"
0,"2020-06","Taiwan"
0,"2020-05","Papua_New_Guinea"
356,"2020-11","Paraguay"
0,"2020-05","Saint_Lucia"
0,"2020-04","Saint_Lucia"
0,"2020-12","Saint_Vincent_and_the_Grenadines"
45,"2020-05","Somalia"
2,"2020-05","Paraguay"
6,"2020-04","Paraguay"
1886,"2020-06","South_Africa"
0,"2020-12","Timor_Leste"
3608,"2020-09","Peru"
9767,"2020-08","Peru"
3428,"2020-05","Peru"
919,"2020-04","Peru"
1,"2020-05","San_Marino"
16,"2020-04","San_Marino"
0,"2020-10","Timor_Leste"
0,"2020-04","Timor_Leste"
0,"2020-08","Sao_Tome_and_Principe"
2,"2020-12","Trinidad_and_Tobago"
5145,"2020-12","Poland"
1,"2020-06","Sao_Tome_and_Principe"
324,"2020-08","Poland"
1267,"2020-07","Saudi_Arabia"
582,"2020-12","Tunisia"
1071,"2020-10","Tunisia"
593,"2020-04","Poland"
31,"2020-03","Poland"
1959,"2020-11","Portugal"
50,"2020-12","Venezuela"
172,"2020-10","Venezuela"
4,"2020-05","Venezuela"
0,"2020-10","Vietnam"
3,"2020-09","Vietnam"
1,"2020-05","Western_Sahara"
0,"2020-04","Yemen"
8,"2020-12","Zambia"
138,"2020-08","Zambia"
3,"2020-04","Zambia"
0,"2020-05","Zimbabwe"
1,"2020-03","United_Republic_of_Tanzania"
37165,"2020-11","United_States_of_America"
23710,"2020-10","United_States_of_America"
2,"2020-11","United_States_Virgin_Islands"
2,"2020-05","United_States_Virgin_Islands"
5,"2020-06","Uruguay"
14,"2020-04","Uruguay"
45,"2020-11","Uzbekistan"
